Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,2025-08-08 00:00:00,,Liste der Besitzstände,,,,
,TARDOC 1.4c,,,,,,
,Ambulante Pauschalen 1.1c,,,,,,
,,,,,,,
,Typ,"LNr. TARDOC
Basisfallgruppe",Bezeichnung TARDOC / Basisfallgruppe,Besitzstand anmelden möglich,Begründung,Vorgängerposition TARMED 01.09.00_BR,Bezeichnung TARMED
,Pauschale,C08.10*,-,Ja,-,07.1000,"Sagittale oder andere Unterkiefer-Osteotomie mit vollständiger Durchtrennung des Unterkiefers, beidseitig"
,Pauschale,C08.10*,-,Ja,-,07.1010,"Alveolarfortsatz-Osteotomie im Oberkiefer, einseitig"
,Pauschale,C08.10*,-,Ja,-,07.1030,"Alveolarfortsatz-Osteotomie im Oberkiefer, beidseitig"
,Pauschale,C08.10*,-,Ja,-,07.1040,"Subkraniale Osteotomie nach Le Fort II, beidseitig"
,Pauschale,C08.10*,-,Ja,-,07.1070,"Subkraniale Osteotomie nach Le Fort III, beidseitig"
,Pauschale,C08.10*,-,Ja,-,07.1080,"Subkraniale Osteotomie nach Le Fort III plus Le Fort I, beidseitig"
,Pauschale,C08.10*,-,Ja,-,07.1090,Zungenreduktionsplastik im Rahmen einer kieferorthopädischen Behandlung
,Pauschale,C08.10*,-,Ja,-,07.1220,"Zystenoperation im Knochen ausserhalb des Alveolarfortsatzes oder in Weichteilen der Mundhöhle, jeder Zugang, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1230,"Zystenoperation im Knochen angrenzend an Nasenhöhlen oder Kieferhöhlen, Ramus ascendens ({RA}) oder Corpus mandibulae, jeder Zugang, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1280,"Kontinuitätsresektion im {MKG}-Bereich, jeder Zugang, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1300,Curettage eines osteomyelitischen Herdes im {MKG}-Bereich
,Pauschale,C08.10*,-,Ja,-,07.1310,Dekortikation und Curettage bei Osteomyelitis oder Radioosteomyelitis im {MKG}-Bereich
,Pauschale,C08.10*,-,Ja,-,07.1330,Resektion des osteomyelitischen Knochenteils unter Kontinuitätsdurchtrennung im {MKG}-Bereich
,Pauschale,C08.10*,-,Ja,-,07.1510,"Rekonstruktion durch Konturierung im {MKG}-Bereich, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1530,"Plastische Rekonstruktion von Schädelkalotte, Defektfüllung, jede Methode, erste 5 {cm2}, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1620,"Versorgung einer Kiefergelenkluxation mittels offener Reposition, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1650,"Diskusexstirpation/Kieferköpfchenexstirpation u/o modellierende Plastik des Kiefergelenks, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1660,"Resektion des Processus muscularis mandibulae, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1670,"Bandplastik/Verriegelungsplastik am Kiefergelenk, einseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1680,"Bandplastik/Verriegelungsplastik am Kiefergelenk, beidseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1690,"Operative Versorgung einer Ankylose des Kiefergelenks, inkl. Köpfchenresektion, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1730,"Tuberplastik mit Abtragung des Processus pterygoideus, einseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1740,"Tuberplastik mit Abtragung des Processus pterygoideus, beidseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1810,"Präprothetische Chirurgie: aufbauende Alveolarplastik, jede Methode, pro Kiefer, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1850,"Präprothetische Chirurgie: Sinuslifting bzw. Kieferhöhlenaugmentation, einseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1860,"Präprothetische Chirurgie: Sinuslifting bzw. Kieferhöhlenaugmentation, beidseitig, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1870,"Präprothetische Chirurgie: Gaumendach-Osteotomie, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1880,"Präprothetische Chirurgie: Interpositions-Osteotomie im Kieferbereich, als alleinige Leistung"
,Pauschale,C08.10*,-,Ja,-,07.1890,"Präprothetische Chirurgie: Hufeisen-Osteotomie im Oberkieferbereich, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.0460,Clavicularesektion total
,Pauschale,C08.20*,-,Ja,-,24.1070,Wechsel einer Schulter-Totalendoprothese
,Pauschale,C08.20*,-,Ja,-,24.1450,Resektion des Humerus mit/ohne Gelenkbeteiligung
,Pauschale,C08.20*,-,Ja,-,24.1770,Arthroplastik Ellbogen mittels Faszie
,Pauschale,C08.20*,-,Ja,-,24.1800,"Arthroplastik Ellbogen, Radiusköpfchen, mit Faszie/Weichteilen oder Prothese"
,Pauschale,C08.20*,-,Ja,-,24.1805,Wechsel einer Ellbogen-Totalendoprothese
,Pauschale,C08.20*,-,Ja,-,24.1810,Resektion des Ellbogengelenks
,Pauschale,C08.20*,-,Ja,-,24.1820,"Radikale Tumorresektion/Zystenresektion, Radiusschaft/Ulnaschaft/Radiusköpfchen/Olekranon"
,Pauschale,C08.20*,-,Ja,-,24.2230,"Arthroplastik Radioulnargelenk, proximal/distal"
,Pauschale,C08.20*,-,Ja,-,24.2260,"Einrichten einer Kallusdistraktion, Unterarm"
,Pauschale,C08.20*,-,Ja,-,24.2630,Resektion Os pisiforme/Sesambeine im Handbereich/Hamuluspseudarthrose
,Pauschale,C08.20*,-,Ja,-,24.2730,"Strahlresektion in der Mittelhand, pro Strahl"
,Pauschale,C08.20*,-,Ja,-,24.4810,"Hüftgelenkendoprothese, Hemiarthroplastik, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4820,"(+) Hüftgelenkendoprothese, Hemiarthroplastik, als Zuschlagsleistung"
,Pauschale,C08.20*,-,Ja,-,24.4830,"Hüftgelenktotalendoprothese, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4840,"(+) Hüftgelenktotalendoprothese, als Zuschlagsleistung"
,Pauschale,C08.20*,-,Ja,-,24.4850,"Wechsel einer Hüftgelenkendoprothese, Pfanne, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4880,"(+) Wechsel einer Hüftgelenkendoprothese, Pfanne, als Zuschlagsleistung"
,Pauschale,C08.20*,-,Ja,-,24.4900,"Wechsel einer Hüftgelenkendoprothese, Femurkomponente, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4910,"(+) Wechsel einer Hüftgelenkendoprothese, Femurkomponente, als Zuschlagsleistung"
,Pauschale,C08.20*,-,Ja,-,24.4920,"Wechsel einer Hüftgelenkendoprothese, Totalendoprothese, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4930,"Entfernung einer Hüftgelenkendoprothese ohne Ersatz, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.4940,"Resektion des Hüftgelenks ohne Ersatz, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.6240,"Wechsel einer Knieteilendoprothese, unikondylär"
,Pauschale,C08.20*,-,Ja,-,24.6250,"Wechsel einer Knieteilendoprothese, bikondylär"
,Pauschale,C08.20*,-,Ja,-,24.6260,Wechsel einer Knietotalendoprothese
,Pauschale,C08.20*,-,Ja,-,24.6270,Einbau einer Patellaprothese bei Arthroplastik Kniegelenk
,Pauschale,C08.20*,-,Ja,-,24.7070,"Osteoplastische operative Versorgungen am Unterschenkel, Verlängerung bzw. Korrektur bei kongenitaler Fehlstellung/Pseudarthrose, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.7780,"Arthroplastik des oberen Sprunggelenks OSG, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.7840,Wechsel einer OSG-Totalendoprothese
,Pauschale,C08.20*,-,Ja,-,24.8540,"Resektion von akzessorischen Knochen/Exostosen/Osteophyten im Unterschenkelbereich/Fussbereich, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.8550,"(+) Resektion von akzessorischen Knochen/Exostosen/Osteophyten im Unterschenkelbereich/Fussbereich, als Zuschlagsleistung"
,Pauschale,C08.20*,-,Ja,-,24.8560,"Resektion einer Synostose/Coalitio im Unterschenkelbereich/Fussbereich, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.8700,Resektion von Fusswurzelknochen
,Pauschale,C08.20*,-,Ja,-,24.8710,"Resektion von Mittelfussknochen, als alleinige Leistung"
,Pauschale,C08.20*,-,Ja,-,24.8720,"Resektion des Metatarsalköpfchens, erstes Metatarsalköpfchen"
,Pauschale,C08.20*,-,Ja,-,24.8740,"Sesamoidektomie am Fuss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,16.0290,Versorgung Pseudarthrose nach Sternumfraktur oder Korrektur-Osteotomie des Sterums
,Pauschale,C08.21*,-,Ja,-,24.0450,Korrektur-Osteotomie Clavicula
,Pauschale,C08.21*,-,Ja,-,24.0480,Arthrotomie acromioclaviculäres/sternoclaviculäres Gelenk
,Pauschale,C08.21*,-,Ja,-,24.0820,Arthrotomie Schulter
,Pauschale,C08.21*,-,Ja,-,24.1010,Glenoid-Osteotomie
,Pauschale,C08.21*,-,Ja,-,24.1410,"Entfernung einer/von Exostose(n) am Humerus/Ellbogen, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.1750,Arthrotomie Ellbogen
,Pauschale,C08.21*,-,Ja,-,24.2210,"Korrektur-Osteotomie, einfache Keil-Osteotomie, Radius u/o Ulna, inkl. Osteosynthese, eine Ebene"
,Pauschale,C08.21*,-,Ja,-,24.2220,"Korrektur-Osteotomie Radius u/o Ulna, mehr als eine Ebene"
,Pauschale,C08.21*,-,Ja,-,24.4150,Coccygektomie
,Pauschale,C08.21*,-,Ja,-,24.4160,"Arthrotomie Iliosakralgelenk (ISG), dorsaler/ventraler Zugang, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.4170,"Osteotomie Os ilium, Os ischium, Acetabulum, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.4510,"Offene Reposition einer Epiphysiolyse des Femurkopfes, Fixation u/o Osteotomie"
,Pauschale,C08.21*,-,Ja,-,24.4690,"Arthrotomie Hüftgelenk, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5420,"Osteotomie Schenkelhals, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5430,"Osteotomie, intratrochanter/subtrochanter, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5440,"Korrektur-Osteotomie des Femur (Schaft/suprakondylär), jede Methode, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5450,"Korrektur-Osteotomie der proximalen Tibia vor oder nach Epiphysenschluss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5480,"Arthroplastik des/der Tibiaplateaus/Femurkondylen, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5490,"Entfernung extraartikulärer Exostose(n) Femur/Knie/Tibia proximal, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.5910,Arthrotomie Kniegelenk
,Pauschale,C08.21*,-,Ja,-,24.6440,"Versorgung einer rezidivierenden u/o habituellen Patellaluxation, Weichteilplastiken, jede Methode"
,Pauschale,C08.21*,-,Ja,-,24.6460,"Versorgung einer rezidivierenden u/o habituellen Patellaluxation, Verlagerung Tuberositas"
,Pauschale,C08.21*,-,Ja,-,24.6470,"Versorgung einer rezidivierenden u/o habituellen Patellaluxation, korrigierende Osteotomie des femoropatellären Gleitlagers, jede Methode"
,Pauschale,C08.21*,-,Ja,-,24.6780,"Versorgung Fehlstellung/Pseudarthrose nach Fibulaschaftfraktur/Fibula-Osteotomie, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.7010,"Korrektur-Osteotomie am Unterschenkelschaft, Fibula"
,Pauschale,C08.21*,-,Ja,-,24.7020,"Korrektur-Osteotomie am Unterschenkelschaft, Tibia"
,Pauschale,C08.21*,-,Ja,-,24.7030,"Korrektur-Osteotomie am Unterschenkelschaft, Fibula und Tibia"
,Pauschale,C08.21*,-,Ja,-,24.7040,"Korrektur-Osteotomie distaler Unterschenkel, Fibula, vor/nach Epiphysenschluss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.7050,"Korrektur-Osteotomie distaler Unterschenkel, Tibia, vor/nach Epiphysenschluss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.7060,"Korrektur-Osteotomie distaler Unterschenkel, Fibula und Tibia, vor/nach Epiphysenschluss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.7710,"Arthrotomie Sprunggelenk, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.8630,"Korrektur-Osteotomie im Fussbereich, Mittelfuss/Rückfuss, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.8640,"Korrektur-Osteotomie im Fussbereich, Metatarsale, exkl. Hallux valgus, erstes Metatarsale"
,Pauschale,C08.21*,-,Ja,-,24.8660,"Korrektur-Osteotomie im Fussbereich, Zehe, erste Zehe"
,Pauschale,C08.21*,-,Ja,-,24.8750,"Arthrotomie tarsometatarsales/metatarsophalangeales Gelenk, als alleinige Leistung"
,Pauschale,C08.21*,-,Ja,-,24.8760,"Arthrotomie interphalangeales Gelenk, erstes Gelenk, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.1060,Arthrodese des Schultergelenkes
,Pauschale,C08.22*,-,Ja,-,24.1530,Epiphysiodese am Oberarm/Unterarm
,Pauschale,C08.22*,-,Ja,-,24.1840,Arthrodese des Ellbogens
,Pauschale,C08.22*,-,Ja,-,24.4180,"Arthrodese Iliosakralgelenk (ISG), pro Zugang, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.4190,"Arthrodese Symphyse, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.4520,Epiphysiodese im Hüftbereich
,Pauschale,C08.22*,-,Ja,-,24.4530,Arthrodese Hüftgelenk
,Pauschale,C08.22*,-,Ja,-,24.5470,"Epiphysiodese am distalen Femur oder an der proximalen Tibia, pro Epiphyse, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.6550,"Arthrodese Kniegelenk, jede Methode"
,Pauschale,C08.22*,-,Ja,-,24.7080,"Epiphysiodese distale/proximale Tibia und Fibula, pro Epiphyse, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.7790,"Arthrodese des oberen Sprunggelenks OSG, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.7800,"(+) Arthrodese des oberen Sprunggelenks OSG, als Zuschlagsleistung"
,Pauschale,C08.22*,-,Ja,-,24.7810,"Arthrodese des unteren Sprunggelenks USG, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.7820,"(+) Arthrodese des unteren Sprunggelenks, als Zuschlagsleistung"
,Pauschale,C08.22*,-,Ja,-,24.7830,"Arthrodese des oberen Sprunggelenks OSG und unteren Sprunggelenks USG, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.8510,"Arthrodese(n) im Rückfussbereich, Mittelfussbereich: Chopart Gelenke, Lisfranc Gelenke, Fusswurzelgelenke mit Teilarthrodese(n) im Mittelfussbereich, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.8530,"(+) Arthrodese(n) im Rückfussbereich, Mittelfussbereich: Chopart Gelenke, Lisfranc Gelenke, Fusswurzelgelenke mit Teilarthrodese(n) im Mittelfussbereich, als Zuschlagsleistung"
,Pauschale,C08.22*,-,Ja,-,24.8780,"Arthrodese in einem Metatarsophalangealgelenk, als alleinige Leistung"
,Pauschale,C08.22*,-,Ja,-,24.8790,"Arthrodese in einem Interphalangealgelenk (Zehen), erstes Gelenk, als alleinige Leistung"
,Pauschale,C08.25*,-,Ja,-,07.1630,Kiefergelenkarthroskopie
,Pauschale,C08.25*,-,Ja,-,24.0710,Arthroskopie der Schulter
,Pauschale,C08.25*,-,Ja,-,24.1710,Arthroskopie Ellbogen
,Pauschale,C08.25*,-,Ja,-,24.2490,"Arthroskopie Handgelenk, diagnostisch"
,Pauschale,C08.25*,-,Ja,-,24.4410,Arthroskopie des Hüftgelenks
,Pauschale,C08.25*,-,Ja,-,24.7610,"Arthroskopie des Sprunggelenks (OSG oder USG), ein Gelenk"
,Pauschale,C08.25*,-,Ja,-,24.7670,"Arthroskopie der Sprunggelenke (OSG und USG), beide Gelenke"
,Pauschale,C08.26*,-,Ja,-,24.5610,Arthroskopie Kniegelenk
,Pauschale,C08.30*,-,Ja,-,07.0120,Versorgung einer nasoethmoidalen oder frontobasalen Fraktur mittels offener Reposition
,Pauschale,C08.30*,-,Ja,-,07.0180,Versorgung einer Blow-in-Fraktur/Blow-out-Fraktur des Orbitabodens mittels offener Reposition
,Pauschale,C08.30*,-,Ja,-,07.0200,"Versorgung einer Orbitafraktur (ausser Blow-in-Fraktur/Blow-out-Fraktur) mittels offener Reposition, pro Seite"
,Pauschale,C08.30*,-,Ja,-,07.0320,Versorgung einer lateralen Mittelgesichtsfraktur (Jochbein u/o Jochbogen) mittels offener Reposition
,Pauschale,C08.30*,-,Ja,-,07.0330,"Versorgung einer zentralen Mittelgesichtsfraktur (Le Fort I, Le Fort II, Le Fort III) mittels offener Reposition"
,Pauschale,C08.30*,-,Ja,-,07.0420,Versorgung einer Alveolarfortsatzfraktur im Unterkiefer mittels offener Reposition
,Pauschale,C08.30*,-,Ja,-,07.0430,"Versorgung einer Unterkieferfraktur mittels offener Reposition, jeder Zugang, einseitig"
,Pauschale,C08.30*,-,Ja,-,07.0480,"Versorgung einer Unterkieferfraktur mittels offener Reposition, jeder Zugang, beidseitig"
,Pauschale,C08.30*,-,Ja,-,07.0500,Versorgung einer Collumfraktur oder Capitulumfraktur mittels offener Reposition
,Pauschale,C08.30*,-,Ja,-,16.0280,"Operative Versorgung Sternumfraktur, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.0420,"Versorgung Claviculafraktur, geschlossene Reposition, operative Fixation mittels Drahtspickung"
,Pauschale,C08.30*,-,Ja,-,24.0430,"Versorgung Claviculafraktur, offene Reposition, Osteosynthese, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.0440,"Versorgung Fehlstellung/Pseudarthrose nach Claviculafraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.0520,"Versorgung acromioclaviculäre Luxation, offen, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.0540,"Versorgung Scapulafraktur, offene Reposition und Osteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.0910,"Versorgung einer Schulterluxation, offene Reposition und Kapselbandnaht"
,Pauschale,C08.30*,-,Ja,-,24.0950,"Kapselplastik bei rezidivierender/habitueller vorderer Schulterluxation, offen, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.1130,"Versorgung Humeruskopffraktur, offene Reposition, Osteosynthese (Platte/Schraube/Klammer/Cerclage)"
,Pauschale,C08.30*,-,Ja,-,24.1140,"Versorgung Humeruskopffraktur, offen, Verbundosteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.1150,"Versorgung Fehlstellung/Pseudarthrose nach Fraktur im Humeruskopfbereich, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.1180,"Versorgung Humerusschaftfraktur, offene Reposition, Platte"
,Pauschale,C08.30*,-,Ja,-,24.1190,"Versorgung Humerusschaftfraktur, offene Reposition, intramedulläre Schienung"
,Pauschale,C08.30*,-,Ja,-,24.1200,"Versorgung Humerusschaftfraktur, offene Reposition, Fixateur externe"
,Pauschale,C08.30*,-,Ja,-,24.1210,"Versorgung Humerusschaftfraktur, offene Reposition, Verbundosteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.1220,"Versorgung Fehlstellung/Pseudarthrose nach Humerusschaftfraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.1260,"Versorgung suprakondyläre oder transkondyläre Fraktur des Humerus, offene Reposition, Platte/Schraube"
,Pauschale,C08.30*,-,Ja,-,24.1270,"Versorgung suprakondyläre oder transkondyläre Fraktur des Humerus, offene Reposition, innere Schienung, Spickung"
,Pauschale,C08.30*,-,Ja,-,24.1280,"Versorgung Fehlstellung/Pseudarthrose nach suprakondyläre oder transkondylärer Fraktur des Humerus, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.1300,"Versorgung epikondyläre Fraktur des Humerus, geschlossene Reposition, Spickung"
,Pauschale,C08.30*,-,Ja,-,24.1310,"Versorgung epikondyläre Fraktur des Humerus, offene Reposition, Osteosynthese, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.1320,"Versorgung Fehlstellung/Pseudarthrose nach epikondylärer Fraktur des Humerus, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.1610,Osteosynthese bei Olekranonfraktur
,Pauschale,C08.30*,-,Ja,-,24.1630,"Versorgung komplexe Ellbogenfraktur, offene Reposition, Platte/Schraube"
,Pauschale,C08.30*,-,Ja,-,24.1640,"Versorgung komplexe Ellbogenfraktur, offene Reposition, innere Schienung, Spickung"
,Pauschale,C08.30*,-,Ja,-,24.1650,"Versorgung Fehlstellung/Pseudarthrose nach komplexer Ellbogenfraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.1950,"Versorgung Ellbogenluxation, offene Reposition"
,Pauschale,C08.30*,-,Ja,-,24.2010,"Versorgung Monteggiafraktur, offene Reposition, Platte"
,Pauschale,C08.30*,-,Ja,-,24.2020,"Versorgung Fehlstellung/Pseudarthrose nach Monteggiafraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.2050,"Versorgung Radiusköpfchenfraktur/Meisselfraktur, offene Reposition, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.2060,"Versorgung einer Radiusköpfchentrümmerfraktur, offene Reposition, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.2080,"Versorgung Fehlstellung/Pseudarthrose nach Radiusköpfchenfraktur, Radiusköpfchenprothese, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.2110,"Versorgung proximale Ulnafraktur, offene Reposition, Platte"
,Pauschale,C08.30*,-,Ja,-,24.2120,"Versorgung proximale Ulnafraktur, offene Reposition, Schraube/Zuggurtung"
,Pauschale,C08.30*,-,Ja,-,24.2130,"Versorgung Fehlstellung/Pseudarthrose nach proximaler Ulnafraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.2160,Versorgung Fraktur Unterarm/Carpus mittels perkutanem Draht
,Pauschale,C08.30*,-,Ja,-,24.2170,Osteosynthese/Versorgung einer Fraktur Radiusschaft oder Ulnaschaft nicht intraartikulär mittels Osteosynthese (Cerclage/Schrauben/Platten)
,Pauschale,C08.30*,-,Ja,-,24.2180,"Versorgung Fehlstellung/Pseudarthrose nach Fraktur Radius u/o Ulna, jede Methode, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.2420,"Versorgung einer Fraktur und Luxation mittels perkutanem Draht, Finger, Mittelhand"
,Pauschale,C08.30*,-,Ja,-,24.2430,Versorgung einer Fraktur eines Metakarpale mittels Cerclage/Schrauben/Platten
,Pauschale,C08.30*,-,Ja,-,24.2440,Versorgung einer Fraktur eines Handwurzelknochens mittels Cerclage/Schrauben/Platten
,Pauschale,C08.30*,-,Ja,-,24.2450,"Versorgung einer Fraktur Radius u/o Ulna, distal, intraartikulär mittels Cerclage/Schrauben/Platten"
,Pauschale,C08.30*,-,Ja,-,24.2460,"Versorgung Fehlstellung/Pseudarthrose nach Fraktur Finger/Metakarpale, jede Methode, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.2470,"Versorgung Fehlstellung/Pseudarthrose nach Fraktur Handwurzelknochen, jede Methode, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3420,"Versorgung einer Fingerfraktur mittels Osteosynthese, jede Methode, erster Finger"
,Pauschale,C08.30*,-,Ja,-,24.3820,"Versorgung bei Symphysensprengung, Fixateur externe"
,Pauschale,C08.30*,-,Ja,-,24.3830,"Versorgung bei Symphysensprengung, Osteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.3850,"Versorgung bei Schambeinastfraktur mittels Osteosynthese, einseitig"
,Pauschale,C08.30*,-,Ja,-,24.3860,"Versorgung bei Schambeinastfraktur mittels Osteosynthese, beidseitig"
,Pauschale,C08.30*,-,Ja,-,24.3870,"Versorgung Fehlstellung/Pseudarthrose einer Schambeinastfraktur, einseitig, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3880,"Versorgung Fehlstellung/Pseudarthrose einer Schambeinastfraktur, beidseitig, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3900,"Versorgung einer Abrissfraktur der Spina iliaca anterior superior/Spina iliaca anterior inferior mittels Osteosynthese, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.3930,"Versorgung einer Darmbeinfraktur mittels Osteosynthese (zwei Fragmente), ventral oder dorsal, jede Methode, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3940,"(+) Versorgung einer Darmbeinfraktur mittels Osteosynthese (zwei Fragmente), ventral oder dorsal, jede Methode, als Zuschlagsleistung"
,Pauschale,C08.30*,-,Ja,-,24.3950,"Versorgung einer Darmbeintrümmerfraktur mittels Osteosynthese (ventral oder dorsal), als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3960,"(+) Versorgung einer Darmbeintrümmerfraktur mittels Osteosynthese (ventral oder dorsal), als Zuschlagsleistung"
,Pauschale,C08.30*,-,Ja,-,24.3970,"Versorgung Fehlstellung/Pseudarthrose nach einer Darmbeinfraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.3990,"Versorgung einer Iliosakralgelenk-Sprengung (ISG-Sprengung), offen, ventral oder dorsal, pro Seite, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.4000,"(+) Versorgung einer Iliosakralgelenk-Sprengung (ISG) , offen, ventral oder dorsal, pro Seite, als Zuschlagsleistung"
,Pauschale,C08.30*,-,Ja,-,24.4020,Versorgung einer Sakrumfraktur mittels Osteosynthese
,Pauschale,C08.30*,-,Ja,-,24.5020,"Versorgung bei Schenkelhalsfraktur, offen, Osteosynthese, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.5030,"Versorgung bei Schenkelhalsfraktur mittels Gelenkersatz, Femurkomponente"
,Pauschale,C08.30*,-,Ja,-,24.5040,"Versorgung bei Schenkelhalsfraktur mittels Gelenkersatz, total"
,Pauschale,C08.30*,-,Ja,-,24.5050,"Versorgung Fehlstellung/Pseudarthrose nach Schenkelhalsfraktur, als alleinige Leistung"
,Pauschale,C08.30*,-,Ja,-,24.5070,"Versorgung pertrochantere/subtrochantere Femurfraktur, geschlossene Reposition, jede Methode"
,Pauschale,C08.30*,-,Ja,-,24.5080,"Versorgung pertrochantere/subtrochantere Femurfraktur, nicht disloziert, offenes Verfahren, Osteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.5090,"Versorgung pertrochantere/subtrochantere Femurfraktur, disloziert, offene Reposition, Osteosynthese"
,Pauschale,C08.30*,-,Ja,-,24.5100,"Versorgung pertrochantere/subtrochantere Femurfraktur, Trümmerfraktur, offene Reposition, Osteosynthese"
