Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.26E,Parazentese am Trommfell bei Erwachsenen,,755.46,1000 Oto-Rhino-Laryngologie ,–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.30A,Eingriffe an der Lippe mit Anästhesie d. Anästhesist/in,,1'850.28,"0100 Anästhesiologie
0300 Dermatologie und Venerologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ",–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.30B,Eingriffe an der Lippe ,,1'115.73,"0300 Dermatologie und Venerologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","0200 Chirurgie, 1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.31A,Aufwändige Eingriffe an der Mundhöhle,,3'507.45,"0100 Anästhesiologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","0200 Chirurgie, 1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.31B,Eingriffe an der Mundhöhle mit CT/MRI od. Anästhesie d. Anästhesist/in,,1'817.39,9999 Alle ,–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.31C,Sonstige Eingriffe an der Mundhöhle,,505.13,"0300 Dermatologie und Venerologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","0200 Chirurgie, 1005 ORL, speziell Hals-/Gesichtschirurgie, 9995 Alle operativen Dignitäten, 9999 Alle"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.32Z,Eingriffe an Epi-/Oro- od. Hypopharynx,,3'852.95,"1000 Oto-Rhino-Laryngologie
1200 Pathologie  ","0200 Chirurgie, 1005 ORL, speziell Hals-/Gesichtschirurgie, 2100 Kieferchirurgie und Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.33Z,Eingriffe an Speicheldrüsen,,4'124.96,"0300 Dermatologie und Venerologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.35A,Rhinoplastik,,6'191.21,"0100 Anästhesiologie
0300 Dermatologie und Venerologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.35B,Komplexe Eingriffe an der Nase,,4'143.95,9999 Alle ,–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.35C,Behandlung v. Nasenfraktur od. Eingriffe an Weichteilgewebe der Nase mit Anästhesie d. Anästhesist/in,,2'332.02,9999 Alle ,–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.35D,Behandlung v. Nasenfraktur od. Eingriffe an Weichteilgewebe der Nase,,652.28,"0100 Anästhesiologie
1000 Oto-Rhino-Laryngologie
1100 Kinder- und Jugendmedizin
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ","1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.36Z,Conchotomie,,2'836.07,"0100 Anästhesiologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.70A,Implantation eines elektromagnetischen Hörapparats,,12'468.75,"0100 Anästhesiologie
1000 Oto-Rhino-Laryngologie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer- und Gesichtschirurgie ",–
Ambulante Pauschale,Cap03,"Ohr, Nase, Mund und Hals",C03.70B,Kontrolle v. Cochleaimplant,,1'287.69,1000 Oto-Rhino-Laryngologie ,–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.50A,Bronchoskopie mit transbronchialer Biopsie u. Anästhesie d. Anästhesist/in,,4'356.10,"0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie 
0100 Anästhesiologie",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.50B,Bronchoskopie mit transbronchialer Nadelaspiration u. Anästhesie d. Anästhesist/in,,3'862.29,"0100 Anästhesiologie
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.50C,"Bronchoskopie mit bronchoalveolärer Lavage, Schleimhautbiopsie od. Stenteinlage mit Anästhesie d. Anästhesist/in",,3'526.45,"0100 Anästhesiologie
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.50D,Sonstige Bronchoskopie mit Anästhesie d. Anästhesist/in,,2'386.53,"0022 Intensivmedizin 
0100 Anästhesiologie
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.51A,"Bronchoskopie mit transbronchialer Biopsie/Nadelaspiration mit EBUS, od. mit Stent-Einlage, od. mit Lasertherapie",,1'966.38,"0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.51B,Bronchoskopie mit bronchoalveolärer Lavage od. tranchsbronchialer Biopsie,,2'094.05,"0022 Intensivmedizin 
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.51C,"Bronchoskopie mit Schleimhautbiopsie, transbronchialer Nadelaspiration, Fremdkörper-Entfernung od. Dilatation",,1'649.30,"0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.51D,Sonstige Bronchoskopie,,1'528.04,"0022 Intensivmedizin 
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",0100 Anästhesiologie
Ambulante Pauschale,Cap04,Atmungsorgane,C04.51E,Tracheoskopie durch Tracheostoma,,399.70,"0022 Intensivmedizin 
0505 Pneumologie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
1900 Kinderchirurgie
9976 SP pädiatrische Pneumologie ",9999 Alle
Ambulante Pauschale,Cap04,Atmungsorgane,C04.60A,Thoraxdrainage od. US-gesteuerte Pleurapunktion,,1'113.84,9999 Alle ,–
Ambulante Pauschale,Cap04,Atmungsorgane,C04.60B,Pleurapunktion od. geschlossene Pleurabiopsie,,824.84,9999 Alle ,–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.01A,"Implantation eines Kardioverters / Defibrillators (ICD) od. Implantation eines Herzschrittmachers, Zwei-Kammer-System",[1],4'551.93,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.01B,"Implantation eines Herzschrittmachers, Ein-Kammer-System",[1],4'038.49,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie
1200 Pathologie  ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.01C,Batteriewechsel od. Schrittmacherrevision,[1],2'982.73,"0200 Chirurgie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.02Z,Implantation eines Ereignisrekorders,,5'914.27,"0504 Kardiologie
9973 SP pädiatrische Kardiologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.04A,Entfernung v. Schrittmacher od. Perikardpunktion,,1'948.63,"0200 Chirurgie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.04B,Entfernung v. Ereignisrekorder,,1'116.88,"0504 Kardiologie
1200 Pathologie 
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.10A,Koronarangiographie: Links- u. Rechtherzkatheter kombiniert od. mit Herzbiopsie,,3'505.72,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.10B,Sonstige Koronarangiographie od. Angiokardiographie,,2'660.79,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.11A,Perkutane Koronarangioplastie (PTCA) mit drei od. mehr Stents,,8'230.24,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.11B,Perkutane Koronarangioplastie (PTCA) mit zwei Stents,,6'837.04,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.11C,Perkutane Koronarangioplastie (PTCA) mit einem Stent,,4'846.73,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.11D,Perkutane Koronarangioplastie (PTCA),,4'291.59,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.12Z,Sonstige kardangiographische Interventionen,,8'160.75,"0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.15A,Ablation bei Tachyarrhythmie od. elektrophysiologische kardiale Diagnostik mit transösophagealer Echokardiographie od. mit Anästhesie d. Anästhesist/in,,8'687.82,"0022 Intensivmedizin 
0100 Anästhesiologie
0504 Kardiologie
9973 SP pädiatrische Kardiologie 
1200 Pathologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.15B,Elektrophysiologische kardiale Diagnostik,,4'933.66,"0504 Kardiologie
9973 SP pädiatrische Kardiologie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.20A,Anlegen v. AV-Shunt: Fistel od. Revision mit Anästhesie d. Anästhesist/in,,4'705.32,"0100 Anästhesiologie
0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.20B,Anlegen v. AV-Shunt: extern od. Verschluss,,3'346.57,"0100 Anästhesiologie
0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25A,Endovenöse Thermo-Ablation bds.,,6'424.37,"0200 Chirurgie
1200 Pathologie 
9955 FA Phlebologie (USGG)
2900 Herzchirurgie und thorakale Gefässchirurgie
9952 FA Endovenöse thermische Ablation von Stammvenen bei Varikose (USGG) 
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25B,Endovenöse Thermo-Ablation einseitig mit Anästhesie d. Anästhesist/in od. Stripping bds.,,5'238.06,"0100 Anästhesiologie
0022 Intensivmedizin 
0200 Chirurgie
1200 Pathologie 
9955 FA Phlebologie (USGG)
2900 Herzchirurgie und thorakale Gefässchirurgie
9952 FA Endovenöse thermische Ablation von Stammvenen bei Varikose (USGG) 
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25C,Ligatur v. Vv perforantes bds. mit Anästhesie d. Anästhesist/in od. Phlebektomie mit Anästhesie d. Anästhesist/in,,4'078.53,"0100 Anästhesiologie
0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9955 FA Phlebologie (USGG)
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25D,Stripping einseitig mit Anästhesie d. Anästhesist/in od. Ligatur v. Vv. perforantes einseitig mit Anästhesie d. Anästhesist/in,,3'842.64,"0100 Anästhesiologie
0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9955 FA Phlebologie (USGG)
9978 Gefässchirurgie ",–
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25E,Stripping einseitig od. Ligatur v. Vv. perforantes bds.,,3'365.57,"0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9955 FA Phlebologie (USGG)
9978 Gefässchirurgie ",9999 Alle
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.25F,"Endovenöse Thermo-Ablation einseitig, Ligatur v. Vv. perforantes einseitig od. Phlebektomie",,2'124.13,"0200 Chirurgie
1200 Pathologie 
2900 Herzchirurgie und thorakale Gefässchirurgie
9955 FA Phlebologie (USGG)
9978 Gefässchirurgie ",9999 Alle
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.30A,Perkutane transluminale Angioplastie (PTA) mit Lyse od. mit mehr als drei dilatierten Gefässen sowie Stentimplantation,,10'022.14,"0021 Angiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ",0024 Neuroradiologie
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.30B,Perkutane transluminale Angioplastie (PTA) mit zwei od. mehr Stents,,8'208.05,"0021 Angiologie
0100 Anästhesiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ",0024 Neuroradiologie
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.30C,Perkutane transluminale Angioplastie (PTA) mit mehr als drei dilatierten Gefässen od. mit einem Stent,,5'531.85,"0021 Angiologie
0100 Anästhesiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ",0024 Neuroradiologie
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.30D,Perkutane transluminale Angioplastie (PTA) mit bis zu zwei dilatierten Gefässen,,3'946.69,"0021 Angiologie
0100 Anästhesiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ",0024 Neuroradiologie
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.30E,Sonstige angiologische Interventionen,,2'651.62,"0021 Angiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ","0024 Neuroradiologie, 0200 Chirurgie, 2900 Herzchirurgie und thorakale Gefässchirurgie, 9979 SP Thoraxchirurgie, 9995 Alle operativen Dignitäten"
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.35Z,Arteriographie/Phlebographie,,3'218.02,"0021 Angiologie
0504 Kardiologie
1200 Pathologie 
1600 Radiologie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
9973 SP pädiatrische Kardiologie 
9978 Gefässchirurgie ","0000 Keine qualitative Dignität, 0008 Nephrologie, 0024 Neuroradiologie, 2900 Herzchirurgie und thorakale Gefässchirurgie, 9974 SP pädiatrische Nephrologie, 9979 SP Thoraxchirurgie"
Ambulante Pauschale,Cap05,Kreislaufsystem,C05.60Z,Kardioversion bei Vorhofflimmern,,1'176.05,9999 Alle ,–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.00A,"Appendektomie, laparoskopische Eingriffe",,4'371.78,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe 
1200 Pathologie 
1800 Urologie 
1900 Kinderchirurgie","0502 Gastroenterologie, 9972 SP pädiatrische Gastroenterologie"
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.00B,"Eingriffe bei Laparotomie, Eingriffe mit Adhäsiolyse, rektumchirurgische Eingriffe, Peritonealkatheter u. sonstige Eingriffe am Abdomen",,3'711.85,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie
2900 Herzchirurgie und thorakale Gefässchirurgie","0008 Nephrologie, 0500 Innere Medizin, 0502 Gastroenterologie, 9972 SP pädiatrische Gastroenterologie, 9974 SP pädiatrische Nephrologie, 9995 Alle operativen Dignitäten"
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.05A,"Operative Behandlung v. Hernien, laparoskopisch bds.",,7'628.53,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie ",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.05B,"Operative Behandlung v. Hernien, offen bds. od. laparoskopisch unilateral ",,5'109.65,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.05C,"Operative Behandlung v. Hernien, offen unilateral",,3'695.53,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.10A,Drainage eines Abszesses transanal/transvaginal od. perianal-infralevatorisch mit Ano-/Rektoskopie od. mit Anästhesie d. Anästhesist/in od. Drainage eines Abszesses an offener Bauchdecke od. perianal-supralevatorisch,,2'281.69,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe
0502 Gastroenterologie
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie 
9972 SP pädiatrische Gastroenterologie und Hepatologie",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.10B,"Drainage eines perianalen Abszesses, infralevatorisch",,623.54,"0200 Chirurgie
0300 Dermatologie und Venerologie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.15A,Analsphinkterplastik od. anale Sphinkterotomie bei Alter u. 16 J.,,4'753.24,"0100 Anästhesiologie 
0200 Chirurgie
0400 Gynäkologie und Geburtshilfe 
1200 Pathologie 
1900 Kinderchirurgie",–
Ambulante Pauschale,Cap06,Verdauungsorgane,C06.15B,"Analprolapsoperation, Behandlung v. Anal-/Anorektalfisteln, radikale Hämorrhoidektomie, anale Sphinkterotomie od. sonstige aufwändige Eingriffe am Anus",,3'036.87,"0100 Anästhesiologie 
0200 Chirurgie
0300 Dermatologie und Venerologie
0400 Gynäkologie und Geburtshilfe
1200 Pathologie 
1800 Urologie
1900 Kinderchirurgie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.10Z,Laparoskopische Cholezystektomie,,5'937.00,"0100 Anästhesiologie
0200 Chirurgie
1200 Pathologie 
1900 Kinderchirurgie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.50Z,Perkutane Leberbiopsie,,1'194.52,9999 Alle ,–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60A,Hochkomplexe ERCP,,8'335.45,"0100 Anästhesiologie
0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60B,ERCP mit mehreren Eingriffen am hepatobiliären System mit Anästhesie d. Anästhesist/in,,4'904.01,"0022 Intensivmedizin
0100 Anästhesiologie 
0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60C,ERCP mit Implantation/Wechsel einer Prothese mit Anästhesie d. Anästhesist/in od. mit mehreren Eingriffen am hepatobiliären System ,,4'435.09,"0022 Intensivmedizin 
0100 Anästhesiologie
0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60D,ERCP mit Steinextraktion mit Anästhesie d. Anästhesist/in od. Implantation/Wechsel einer Prothese,,3'314.97,"0022 Intensivmedizin 
0100 Anästhesiologie
0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60E,Sonstige ERCP mit Anästhesie d. Anästhesist/in,,3'069.87,"0022 Intensivmedizin 
0100 Anästhesiologie
0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60F,"ERCP mit Wechsel einer Prothese, Dilatation od. transpapillärer Cholangio-/Pankreatikoskopie",,2'550.97,"0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60G,ERCP mit Papillotomie od. Biopsie,,2'239.07,"0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap07,Hepatobiliäres System und Pankreas,C07.60H,Sonstige ERCP,,1'769.70,"0502 Gastroenterologie
1200 Pathologie 
9972 SP pädiatrische Gastroenterologie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.00A,Amputation mit Anästhesie d. Anästhesist/in,,3'142.23,"0011 Handchirurgie
0100 Anästhesiologie
0200 Chirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie 
9991 SP Dermatopathologie",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.00B,Amputation,,1'243.34,"0011 Handchirurgie
0200 Chirurgie
0300 Dermatologie und Venerologie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.01Z,Eingriffe bei Deformitäten v. Hand u. Fuss,,4'168.19,"0011 Handchirurgie
0100 Anästhesiologie      
0200 Chirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.02Z,Eingriffe bei sonstigen Knochentumoren,,3'627.50,"0011 Handchirurgie
0100 Anästhesiologie      
0200 Chirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates
1200 Pathologie 
1900 Kinderchirurgie
2000 Plastische, Rekonstruktive und Ästhetische Chirurgie
2100 Mund-, Kiefer und Gesichtschirurgie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.05A,"Vertebroplastik, perkutan",[1],2'642.66,"0100 Anästhesiologie 
0200 Chirurgie
0600 Neurochirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates 
1200 Pathologie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.05B,"Wirbelpunktion, perkutan od. sonstige Eingriffe an der Wirbelsäule",[1],1'977.48,"0100 Anästhesiologie   
0200 Chirurgie
0600 Neurochirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates 
1200 Pathologie ",–
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.08Z,"Offene Knochenbiopsie, chir. Massn. an Knochen bei Infekt od. Transplantat- u. Implantatentnahme an Knochen u. Knorpel",,3'299.01,"0011 Handchirurgie
0100 Anästhesiologie   
0200 Chirurgie
0600 Neurochirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates 
1200 Pathologie ",9995 Alle operativen Dignitäten
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.10A,Komplexe (kiefer-) chir. Eingriffe an Gesichtsschädelknochen,,8'216.06,"0100 Anästhesiologie   
0810 SP Ophthalmochirurgie
1000 Oto-Rhino-Laryngologie
1200 Pathologie 
2100 Mund-, Kiefer und Gesichtschirurgie ","1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.10B,Sonstige (kiefer-) chir. Eingriffe an Gesichtsschädelknochen,,5'374.31,"0100 Anästhesiologie
1200 Pathologie    
2100 Mund-, Kiefer und Gesichtschirurgie ","1005 ORL, speziell Hals-/Gesichtschirurgie"
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.10C,Einfache (kiefer-) chir. Eingriffe an Gesichtsschädelknochen,,2'031.07,"0100 Anästhesiologie   
1200 Pathologie 
2100 Mund-, Kiefer und Gesichtschirurgie ","0600 Neurochirurgie, 1005 ORL, speziell Hals-/Gesichtschirurgie, 2000 Plastische Chirurgie und Wiederherstellungschirurgie, 9995 Alle operativen Dignitäten"
Ambulante Pauschale,Cap08,Muskuloskelettal-System und Bindegewebe,C08.20A,Arthroplastik u. Prothese der oberen Extremität od. Hüfte,,9'829.09,"0100 Anästhesiologie   
0011 Handchirurgie
0200 Chirurgie
0900 Orthopädische Chirurgie und Traumotologie des Bewegungsapparates 
1200 Pathologie ",–
