Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,2025-07-15 00:00:00,Katalog der Ambulanten Pauschalen und TARDOC,,,,
,,,v1.1c,,,,,
,,,,,,,,
Tariftyp,Kapitel,Kapitel-Bezeichnung,Tarifposition,Bezeichnung der Tarifposition,Hinweis,Taxpunkte,Dignitäten,Dignitätsänderung
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0010,"Ärztliche Konsultation, erste 5 Min.","Umfasst alle ärztlichen Tätigkeiten, die nicht separat tarifiert sind, wie z.B. _x000D_
_x000D_
- Anamnese_x000D_
- Untersuchung des Patienten_x000D_
- Begrüssung, Verabschiedung_x000D_
- nicht besonders tarifierte Besprechungen und Untersuchungen_x000D_
- nicht besonders tarifierte Verrichtungen (z.B. bestimmte Injektionen, Verbände)_x000D_
- Begleitung zu und Übergabe (inklusive Anordnungen) an Hilfspersonal betreffend Administration_x000D_
- technische und kurative Leistungen_x000D_
- Medikamentenabgabe (in Notfallsituationen u/o als Starterabgabe)_x000D_
_x000D_
Gilt auch für:_x000D_
_x000D_
- Punktionen, Zugänge, Injektionen durch den Arzt, welche im Sprechzimmer stattfinden und nicht als integraler Bestandteil der jeweiligen Leistung in der Tarifposition abgebildet sind (Generelle Interpretation [GI-24] Kategorie 3)._x000D_
- auf Konsultation bezogene unmittelbar vorgängige und/oder anschliessende Akteneinsicht/Akteneinträge. _x000D_
- das Ausstellen von Rezepten, Zeugnissen oder Verordnungen während oder direkt im Anschluss an eine Konsultation._x000D_
_x000D_
Bei Leistungen im Auftrag des Versicherers kommt die Tarifposition (AA.15.0090) zur Anwendung._x000D_
_x000D_
Telemedizinische Grundleistungen werden über die Tarifpositionen aus dem Unterkapitel [AA.10] abgerechnet._x000D_
_x000D_
Leistungen in Abwesenheit des Patienten werden über die Tarifpositionen aus dem Unterkapitel [AA.15] abgerechnet.",19.2,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0020,"+ Ärztliche Konsultation, jede weitere 1 Min.",\-,3.84,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0030,"Besuch, erste 5 Min.","Umfasst alle ärztlichen Tätigkeiten, die nicht separat tarifiert sind, wie z.B. _x000D_
_x000D_
- Anamnese_x000D_
- Untersuchung des Patienten_x000D_
- Begrüssung, Verabschiedung_x000D_
- nicht besonders tarifierte Besprechungen und Untersuchungen_x000D_
- nicht besonders tarifierte Verrichtungen (z.B. bestimmte Injektionen, Verbände)_x000D_
- Begleitung zu und Übergabe (inklusive Anordnungen) an Hilfspersonal betreffend Administration_x000D_
- technische und kurative Leistungen_x000D_
- Medikamentenabgabe (in Notfallsituationen u/o als Starterabgabe)_x000D_
_x000D_
Gilt auch für:_x000D_
_x000D_
- Punktionen, Zugänge, Injektionen durch den Arzt, welche im Sprechzimmer stattfinden und nicht als integraler Bestandteil der jeweiligen Leistung in der Tarifposition abgebildet sind (Generelle Interpretation [GI-24] Kategorie 3)._x000D_
- auf Konsultation bezogene unmittelbar vorgängige und/oder anschliessende Akteneinsicht/Akteneinträge. _x000D_
- das Ausstellen von Rezepten, Zeugnissen oder Verordnungen während oder direkt im Anschluss an eine Konsultation._x000D_
_x000D_
Bei Leistungen im Auftrag des Versicherers kommt die Tarifposition (AA.15.0090) zur Anwendung._x000D_
_x000D_
Telemedizinische Grundleistungen werden über die Tarifpositionen aus dem Unterkapitel [AA.10] abgerechnet._x000D_
_x000D_
Leistungen in Abwesenheit des Patienten werden über die Tarifpositionen aus dem Unterkapitel [AA.15] abgerechnet.",19.2,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0040,"+ Besuch, jede weitere 1 Min.",\-,3.84,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0050,"Wegzeit, pro 1 Min.","Entschädigt wird die reine, effektive Wegzeit (Anreise und Rückkehr) für Besuche innerhalb der Versorgungsregion. Bei einem vergeblichen Besuch, kann die Wegzeit abgerechnet werden, sofern eine nachweisbare medizinische Indikation zur Abwesenheit des Patienten führte._x000D_
_x000D_
Beim Besuch mehrerer Patienten in der gleichen Besuchstour kann nur die für den Ortswechsel vom vorherigen zum nächsten Patienten aufgewendete Zeit abgerechnet werden. Die Wegzeit für die Rückkehr bemisst sich nach der Zeit für die Fahrt/Weg vom letzten Patienten zum Praxisstandort/Ausgangsort._x000D_
_x000D_
Im Zusammenhang mit Konsilien dürfen Wegzeiten nur verrechnet werden, wenn die Anwesenheit des beratenden Arztes beim Konsilium ausserhalb seiner Praxis medizinisch unabdingbar ist (z.B. am Krankenbett). _x000D_
_x000D_
Gilt nicht für _x000D_
_x000D_
- Konsilien im Spital_x000D_
- die Wegzeit des Belegarztes zwischen der Arztpraxis und dem Belegspital _x000D_
- den regulären Arbeitsweg ausserhalb eines Besucheinsatzes des Arztes",3.84,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0060,"Vor-und Nachbesprechung diagnostischer/therapeutischer Eingriffe mit Patienten, pro 1 Min.","Besprechen und erklären geplanter Eingriffe (Ablauf, Chancen und Risiken) inkl. adäquater Dokumentation der erfolgten Patienteninformation._x000D_
_x000D_
Gilt auch für _x000D_
 _x000D_
- Vorbesprechungen von diagnostischen/therapeutischen Eingriffen mit Angehörigen von Kindern oder nicht gesprächsfähigen Patienten._x000D_
- die Nachbesprechung bereits durchgeführter Eingriffe und Interventionen durch den ausführenden Arzt innerhalb von 14 Tagen nach dem Eingriff, sofern die Nachbesprechung nicht in der Leistungsposition des diagnostischen/therapeutischen Eingriffs inkludiert oder anders separat tarifiert ist.",3.84,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0070,"Instruktion von Selbstmessungen und/oder Selbstbehandlungen durch den Arzt, pro 1 Min.","Gilt für Injektionen, Inhalation, Bougierungen, Magensonde, Blasenkatheter usw._x000D_
_x000D_
Gilt nicht für die Instruktion im Zusammenhang mit der Abgabe von Medikamenten.",4.28,9999 Alle,–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0080,"Ärztliches Konsilium, pro 1 Min.","Nur abrechenbar durch Fachärzte mit mindestens 2 Jahren Oberarzttätigkeit oder 5 Jahren Praxistätigkeit oder von Fachärzten mit einem Schwerpunkt-Titel._x000D_
_x000D_
Umfasst vom therapierenden Arzt verlangte fachspezifische Beratung durch einen anderen Facharzt  betreffend Diagnose, allf. diagnostischer Massnahmen, Therapie und Prognose eines Patienten. _x000D_
_x000D_
Beinhaltet Befragung und nicht separat tarifierte Untersuchungen, Studium der betreffenden Akten, Befragung Dritter,  Dokumentation und schriftlicher Bericht an den zu beratenden Arzt._x000D_
_x000D_
Ist der zu beratende Facharzt während der konsiliarischen Beratung anwesend, kann er die Tarifpositionen Konsultation (in seiner Praxis) oder Besuch (ausserhalb seiner Praxis) verrechnen._x000D_
_x000D_
Werden im Rahmen einer konsiliarischen Beratung Extraleistungen erbracht, können diese zusätzlich verrechnet werden. Die dafür aufgewendete Zeit ist nicht Bestandteil der konsiliarischen Beratung. _x000D_
_x000D_
Das Einholen einer Zweitmeinung zur laufenden Behandlung durch einen Facharzt gilt auch als konsiliarische Beratung. _x000D_
_x000D_
Nicht als konsiliarische Beratung gelten:_x000D_
_x000D_
- Zuweisung eines Patienten für die alleinige Durchführung von Extraleistungen und/oder zur spezialärztlichen Behandlung_x000D_
- Nachkontrollen_x000D_
_x000D_
Leistungen im Auftrag des Versicherers werden über Position (AA.15.0090) abgerechnet.",3.84,9989 Alle (Konsilium),–
TARDOC,AA.00,Ärztliche allgemeine Grundleistungen,AA.00.0090,"Spezifische Impfberatung bei franchisebefreiten Impfungen, pro 1 Min.","Gilt für die Beratung und Konsultation im Zusammenhang mit franchisebefreiten Impfungen gemäss *<a href=""https://www.fedlex.admin.ch/eli/cc/1995/4964_4964_4964/de#art_12_a"" target=""_blank"">Art. 12a KLV</a>* und dem aktuell gültigen *Schweizerischen Impfplan*._x000D_
_x000D_
Beinhaltet die Überprüfung des Impfstatus und die Impfanamnese, Evaluation der Kontraindikation (inkl. gleichzeitig eingenommene Medikamente und Kinderwunsch bei Frauen), das Einholen der informierten Einwilligung und die Verabreichung der Impfung bzw. Impfungen._x000D_
_x000D_
Die Franchisebefreiung bedingt die Kennzeichnung der Zeilen der verrechneten Tarifposition (AA.00.0090) auf der Rechnung gemäss den Vorgaben des <a href=""https://www.forum-datenaustausch.ch/de/"" target=""_blank"">Forum Datenaustausch</a>._x000D_
_x000D_
Die Tarifposition ist auch abrechenbar, wenn_x000D_
- die Impfung in einer späteren Sitzung stattfindet_x000D_
- der Patient nach erfolgter Beratung auf eine Impfung verzichtet",3.84,9999 Alle,–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0010,Untersuchung: Kreislauf,"Untersuchung von Herz, Kreislauf und Zirkulation._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Untersuchung von Blutdruck, Puls und Gewicht_x000D_
- Auskultation Herz_x000D_
- Palpation periphere Arterien_x000D_
- Beurteilung periphere Zirkulation_x000D_
- Beurteilung venöses System",25.69,"2200 Medizinische Genetik_x000D_
3010 Allgemeine Innere Medizin_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0010 Medizinische Onkologie_x000D_
0026 Infektiologie_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
0503 Hämatologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0020,Untersuchung: Augen,"Untersuchung der Augen und Anhangsgebilde beidseitig. _x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
Beurteilung von:_x000D_
_x000D_
- Lidern,_x000D_
- Konjunktiven,_x000D_
- Skleren,_x000D_
- Cornea,_x000D_
- brechenden Medien,_x000D_
- Kammerwinkel,_x000D_
- Inspektion Motilität Pupillen,_x000D_
- Mobilität Bulbi.",25.69,"0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0026 Infektiologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0030,Untersuchung: Ohren,"Untersuchung der Ohren, beidseitig._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
Beurteilung von:_x000D_
_x000D_
- Ohrmuscheln,_x000D_
- Gehörgang,_x000D_
- Trommelfell,_x000D_
- Mastoid,_x000D_
- regionalen Lymphknoten.",25.69,"0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0026 Infektiologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0040,Untersuchung: Luftwege,"Untersuchung der oberen und unteren Luftwege._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:  _x000D_
- Atmung_x000D_
- Mund_x000D_
- Tonsillen_x000D_
- Rachenhinterwand_x000D_
- Sinus_x000D_
- Auskultation und Perkussion Lungen",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0050,Untersuchung: Wirbelsäule,"Untersuchung der Wirbelsäule, statisch und funktionell._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Inspektion und Palpation_x000D_
- Prüfung der Beweglichkeit_x000D_
- Beurteilung von Rumpf- und Extremitätenmuskulatur_x000D_
- Muskeleigenreflexe und Prüfung der Sensibilität",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0060,Untersuchung: Abdomen,"Untersuchung des Abdomens._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Inspektion_x000D_
- Auskultation und Palpation_x000D_
- Beurteilung von Leber, Milz, und Nierenlogen",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0070,Untersuchung: Uro-Genital,"Untersuchung des äusseren Genitale._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
Beurteilung von:_x000D_
_x000D_
- Leiste_x000D_
- Penis_x000D_
- Meatus_x000D_
- Hoden_x000D_
- Nebenhoden_x000D_
- Leisten und inguinale Lymphknoten_x000D_
_x000D_
bzw. _x000D_
_x000D_
- Labien_x000D_
- Introitus_x000D_
- Meatus_x000D_
- Leisten und inguinale Lymphknoten",25.69,"0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0026 Infektiologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0080,Untersuchung: Haut,"Untersuchung der Haut an Kopf, Rumpf und Extremitäten._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Beschaffenheit_x000D_
- Turgor_x000D_
- Farbe_x000D_
- Effloreszenzen_x000D_
- Naevi_x000D_
- allfällige Ausmessung und/oder Fotodokumentation",25.69,"0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0026 Infektiologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0090,Untersuchung: Muskulatur,"Untersuchung der Muskulatur von Rumpf und Extremitäten._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
Beurteilung von:_x000D_
_x000D_
- Trophik_x000D_
- Tonus_x000D_
- roher Kraft_x000D_
- Dysbalancen_x000D_
- Muskeleigenreflexen",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0100,Untersuchung: Gelenke,"Untersuchung der Gelenke (ohne Wirbelsäule)._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
Palpation und Beweglichkeit der Extremitätengelenke.",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0110,Untersuchung: Gefässe,"Untersuchung der peripheren Gefässe._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Palpation und Auskultation der grossen Gefässe_x000D_
- Palpation und Beurteilung der peripheren Pulse_x000D_
- Beurteilung der Mikrozirkulation und des venösen Rückflusses",25.69,"0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0120,Untersuchung: Lymphatische Organe,"Untersuchung der lymphatischen Organe._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Tonsillen_x000D_
- Lymphknoten cervikal, angulär, occipital, axillär, inguinal_x000D_
- Leber_x000D_
- Milz",25.69,"2200 Medizinische Genetik_x000D_
0026 Infektiologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
0010 Medizinische Onkologie_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
3000 Praktischer Arzt / Praktische Ärztin",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0130,Untersuchung: Neurologie,"Orientierende Untersuchung des zentralen oder des peripheren Nervensystems._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
**Kursorische Beurteilung des zentralen Nervensystems:**_x000D_
_x000D_
- Vigilanz und Hirnnerven (mindestens 6 von 12)_x000D_
_x000D_
**Kursorische Beurteilung des peripheren Nervensytems:**_x000D_
_x000D_
- Spontanmotorik_x000D_
- Muskelkraft_x000D_
- Sensibilität_x000D_
- Koordination_x000D_
- Gangbild_x000D_
- Muskeleigenreflexe_x000D_
- Pyramidenzeichen",25.69,"0503 Hämatologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
0026 Infektiologie_x000D_
0010 Medizinische Onkologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
3000 Praktischer Arzt / Praktische Ärztin_x000D_
2200 Medizinische Genetik_x000D_
1100 Kinder- und Jugendmedizin",–
TARDOC,AA.05,Ärztliche Organuntersuchungen,AA.05.0140,Untersuchung: Pubertätsentwicklung,"Beurteilung der Pubertätsentwicklung._x000D_
_x000D_
Beinhaltet mindestens die folgenden Leistungen:_x000D_
_x000D_
- Länge_x000D_
- Gewicht_x000D_
- Pubertätsstadien (z.B. nach Tanner)_x000D_
- Hodenvolumen_x000D_
- Hymen_x000D_
- Fluor",25.69,"2200 Medizinische Genetik_x000D_
0026 Infektiologie_x000D_
0501 Endokrinologie-Diabetologie_x000D_
3010 Allgemeine Innere Medizin_x000D_
0010 Medizinische Onkologie_x000D_
1100 Kinder- und Jugendmedizin_x000D_
0503 Hämatologie_x000D_
3000 Praktischer Arzt / Praktische Ärztin",–
TARDOC,AA.10,Ärztliche telemedizinische Grundleistungen,AA.10.0010,"Ärztliche, telemedizinische zeitgleiche Konsultation,  erste 5 Min.","Die ärztliche telemedizinische Konsultation erfolgt zeitgleich. Das heisst, Arzt und Patient sind simultan involviert._x000D_
_x000D_
Die Tarifposition findet auch Anwendung für ärztliche telemedizinische Konsultationen mit Angehörigen/Betreuenden von Kindern und nicht gesprächsfähigen Patienten._x000D_
_x000D_
Die Kommunikation erfolgt über handelsübliche oder spezifisch dafür eingerichtete Kommunikationsmittel (sie kann Beratungen und Untersuchungen beinhalten).",19.2,9999 Alle,–
TARDOC,AA.10,Ärztliche telemedizinische Grundleistungen,AA.10.0020,"+ Ärztliche, telemedizinische zeitgleiche Konsultation,  jede weitere 1 Min.",\-,3.84,9999 Alle,–
TARDOC,AA.10,Ärztliche telemedizinische Grundleistungen,AA.10.0030,"Ärztliche, telemedizinische zeitversetzte Konsultation","Die ärztliche telemedizinische Konsultation erfolgt zeitversetzt. Das heisst, Arzt und Patient sind nicht zeitgleich involviert._x000D_
_x000D_
Diese Tarifposition gilt ausschliesslich für den persönlichen, individuellen Informationsaustausch und nicht für einen automatischen Meldungsaustausch. _x000D_
_x000D_
Die Kommunikation erfolgt über handelsübliche oder spezifisch dafür eingerichtete Kommunikationsmittel (sie kann Beratungen und Untersuchungen beinhalten)._x000D_
_x000D_
Gilt auch für E-Mail-Kommunikation.",19.2,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0010,"Studium von Fremdakten in Abwesenheit des Patienten, pro 1 Min.","Als Aktenstudium gilt das patientenbezogene Studium von Fremdakten (Lesen und Beurteilung ausführlicher fremder Akten, also nicht das Lesen der selbst verfassten Akten wie Befunde, Berichte, Bildmaterial usw.) inkl. Studium dort zitierter Literaturstellen. _x000D_
_x000D_
Begründete Ausnahmen für das extensive Aufarbeiten von Eigenakten sind vorbehalten. Dies ist zu dokumentieren und dem Kostenträger auf Anfrage zur Verfügung zu stellen. _x000D_
_x000D_
Eine automatische Verrechnung von Leistungen in Abwesenheit des Patienten zur Einsicht in eigene Dossiers ist nicht zulässig.",3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0020,"Auskünfte von/an Dritte(n) und Erkundigungen bei Dritten in Abwesenheit des Patienten, pro 1 Min.","Gilt für die Entgegennahme oder Erteilung von Auskünfte an Dritte und Erkundigungen bei Dritten (mündlich) in Abwesenheit des Patienten._x000D_
_x000D_
Gilt nicht für die Entgegennahme oder Erteilung von Auskünfte an Dritte und Erkundigungen bei Dritten, die in Zusammenhang mit der Erstellung von ärztlichen Zeugnissen, Berichten und Befundung erbracht werden.",3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0030,"Auskünfte von/an Angehörige(n) oder andere(n) Bezugspersonen des Patienten in Abwesenheit des Patienten, pro 1 Min.",Gilt für die Entgegennahme oder Erteilung von Auskünfte an Angehörige oder andere Bezugspersonen des Patienten (mündlich) in Abwesenheit des Patienten.,3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0040,"Besprechungen mit Ärzten, Therapeuten und Betreuern des Patienten in Abwesenheit des Patienten, pro 1 Min.","Gilt für Besprechungen mit Ärzten, Therapeuten und Betreuern des Patienten (mündlich) in Abwesenheit des Patienten._x000D_
_x000D_
Gilt nicht für Besprechungen mit Ärzten, Therapeuten und Betreuern des Patienten, die in Zusammenhang mit der Erstellung von ärztlichen Zeugnissen, Berichten und Schreiben erbracht werden._x000D_
_x000D_
Gilt auch für Austausch und Koordination mit Anästhesisten im Zusammenhang mit geplanten Eingriffen.",3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0050,"Ärztliches Expertenboard in An- oder Abwesenheit des Patienten, pro 1 Min.","Gilt für institutionalisierte Expertenboards zur Stellung der Diagnose, Indikation und Koordination der Therapie von Krankheitsbildern, bei welchen mehrere medizinische Fachrichtungen erforderlich sind._x000D_
_x000D_
Die Leistung wird pro Arzt erfasst. Nichtärztliches Personal, welches während den Gesprächen anwesend ist, wird bereits mit der IPL der Tarifposition erfasst._x000D_
_x000D_
**Hinweis zur Verrechenbarkeit zulasten der Sozialversicherungen**  _x000D_
_x000D_
*Gespräche unter Ärzten* können grundsätzlich zulasten der Sozialversicherungen geltend gemacht werden, wenn folgende Bedingungen kumulativ erfüllt sind:_x000D_
_x000D_
- Die Gespräche dienen der Diagnose oder Behandlung einer Krankheit (gilt auch für Verletzung bzw. körperliche Beeinträchtigung im Allgemeinen) und ihrer Folgen und sind wirksam, zweckmässig und wirtschaftlich._x000D_
- Die Gespräche betreffen nicht die Forschung._x000D_
- Die Gespräche betreffen nicht die universitäre Ausbildung oder nicht die erteilte strukturierte universitäre Weiterbildung._x000D_
- Die Gespräche finden im Rahmen einer ambulanten Behandlung statt._x000D_
- Die Gespräche beziehen sich auf eine OKP-Pflichtleistung._x000D_
- Die Gespräche werden dokumentiert._x000D_
- Die Protokolle werden auf Verlangen dem Versicherer zugestellt._x000D_
_x000D_
Diese *Expertenboards* können unter folgenden Voraussetzungen zulasten der Sozialversicherung verrechnet werden: _x000D_
_x000D_
- Diagnose und Indikationsstellung, interdisziplinäre Abstimmung von komplexen Therapien und Koordination einzelner Behandlungsschritte bei:   _x000D_
  - *Tumorboard:* Tumorerkrankungen._x000D_
  - *Angioboard:* Problemen der Dialysezugänge (einschliesslich Peritonealdialysekatheter) und Gefässproblemen bei Dialysepatienten, Prädialysepatienten und Nierentransplantierten._x000D_
  - *Transplantationsboard:* Evaluation des Kandidaten/Patienten für eine Organtransplantation.",3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0060,"Ausstellen von Rezepten oder Verordnungen ausserhalb von Konsultation, Besuch und  telemedizinischer Konsultation in Abwesenheit des Patienten, pro 1 Min.","Gilt für das Ausstellen von Rezepten oder Verordnungen ausserhalb von Konsultation, Besuch und telemedizinischer Konsultation in Abwesenheit des Patienten.",3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0070,"Überweisungen an Konsiliarärzte in Abwesenheit des Patienten, pro 1 Min.",Gilt für Überweisungen an Konsiliarärzte in Abwesenheit des Patienten.,3.84,9999 Alle,–
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0080,"Administrative Leistung für Pathologie/Histologie/Zytologie in Abwesenheit des Patienten, pro 1 Min.","Gilt für administrative Leistungen an Instituten für Pathologie/Histologie/Zytologie in Abwesenheit des Patienten._x000D_
_x000D_
Kann bei administrativen Leistungen an Instituten für Pathologie/Histologie/Zytologie *5x pro Einsendung* abgerechnet werden; dies gilt nicht für Zytologie zur Krebsvorsorge.",3.84,"1200 Pathologie_x000D_
9991 SP Dermatopathologie",9999 Alle
TARDOC,AA.15,Ärztliche Leistungen in Abwesenheit des Patienten,AA.15.0090,"Ärztliche Leistungen im Auftrag des Versicherers in Abwesenheit des Patienten, pro 1 Min.","Gilt für vom Versicherer verlangte Leistungen (Rückfragen zu Kostengutsprachen, schriftliche und mündliche Auskünfte zu medizinischen Fragestellungen, Aktenstudium)._x000D_
_x000D_
Gilt nicht für vom Versicherer verlangte Auskünfte, Ergänzungen oder Rückfragen für fehlende, ungenaue oder unvollständige Angaben zu deren Übermittlung der Leistungserbringer gesetzlich verpflichtet ist (z.B. limitierte SL-Medikamente)._x000D_
_x000D_
Für Berichte an den Versicherer siehe (AA.25.0030).",3.84,9999 Alle,–
TARDOC,AA.20,Ärztliche spezielle Grundleistungen,AA.20.0010,"Lokalanästhesie durch den Nichtanästhesisten (Operateur), pro Lokalisation","Gilt für Oberflächenanästhesie mittels Spray/Tropfen, Kryoanästhesie, Infiltrationsanästhesie, Lokalanästhesie mittels Injektion in Haut/Subkutis/Schleimhaut sowie Leitungsanästhesie.",12.75,9999 Alle,–
